gvkey,from,thru,conm,co_conm,co_tic
175404,20091016,,S&P 1500 Super Composite,FIRST SOLAR INC,FSLR
163884,20090102,,S&P 1500 Super Composite,FRANKLIN STREET PROPERTIES,FSP
4608,19910601,,S&P 1500 Super Composite,FEDERAL SIGNAL CORP,FSS
4844,20030801,20141102,S&P 1500 Super Composite,FOREST OIL CORP -OLD,FST
162386,20131101,,S&P 1500 Super Composite,FTD COMPANIES INC,FTD
30923,20170117,,S&P 1500 Super Composite,TECHNIPFMC PLC,FTI
142811,20020102,20170116,S&P 1500 Super Composite,FMC TECHNOLOGIES INC,FTI-1
28347,20130827,,S&P 1500 Super Composite,FLOTEK INDUSTRIES INC,FTK
183377,20140129,,S&P 1500 Super Composite,FORTINET INC,FTNT
135484,20010227,20170709,S&P 1500 Super Composite,FRONTIER COMMUNICATIONS CORP,FTR
135484,20170711,,S&P 1500 Super Composite,FRONTIER COMMUNICATIONS CORP,FTR
26590,20160705,,S&P 1500 Super Composite,FORTIVE CORP,FTV
4926,19910601,,S&P 1500 Super Composite,FULLER (H- B-) CO,FUL
14172,20081111,,S&P 1500 Super Composite,FULTON FINANCIAL CORP,FULT
29206,20000728,,S&P 1500 Super Composite,FORWARD AIR CORP,FWRD
4941,19910601,,S&P 1500 Super Composite,GATX CORP,GATX
16832,20051205,,S&P 1500 Super Composite,GLACIER BANCORP INC,GBCI
30463,20151229,,S&P 1500 Super Composite,GREENBRIER COMPANIES INC,GBX
23821,20150629,,S&P 1500 Super Composite,GANNETT CO INC,GCI
5109,20001213,,S&P 1500 Super Composite,GENESCO INC,GCO
5046,19670101,,S&P 1500 Super Composite,GENERAL DYNAMICS CORP,GD
30098,19980827,20130730,S&P 1500 Super Composite,GARDNER DENVER HOLDINGS INC,GDI
184392,20131002,,S&P 1500 Super Composite,GREEN DOT CORP,GDOT
5047,19670101,,S&P 1500 Super Composite,GENERAL ELECTRIC CO,GE
5338,20080922,,S&P 1500 Super Composite,GREIF INC  -CL A,GEF
30536,20081124,,S&P 1500 Super Composite,GEO GROUP INC,GEO
65896,20110616,,S&P 1500 Super Composite,GEOSPACE TECHNOLOGIES CORP,GEOS
63447,20071016,,S&P 1500 Super Composite,GUESS INC,GES
5987,19941001,,S&P 1500 Super Composite,GRIFFON CORP,GFF
5252,19980421,,S&P 1500 Super Composite,GRACO INC,GGG
28119,20131210,,S&P 1500 Super Composite,GGP INC,GGP
11300,19910601,,S&P 1500 Super Composite,GRAHAM HOLDINGS CO,GHC
264395,20080715,,S&P 1500 Super Composite,GREENHILL & CO INC,GHL
64568,20070809,,S&P 1500 Super Composite,GULF ISLAND FABRICATION INC,GIFI
19402,20140102,,S&P 1500 Super Composite,G-III APPAREL GROUP LTD,GIII
24856,19990503,,S&P 1500 Super Composite,GILEAD SCIENCES INC,GILD
12803,20170420,20171226,S&P 1500 Super Composite,GIGAMON INC,GIMO
5071,19690213,,S&P 1500 Super Composite,GENERAL MILLS INC,GIS
4936,19941001,20170322,S&P 1500 Super Composite,G&K SERVICES INC  -CL A,GK
185518,20131016,20150630,S&P 1500 Super Composite,GLOBAL BROKERAGE INC,GLBR
5379,20140819,20161003,S&P 1500 Super Composite,GULFMARK OFFSHORE INC,GLF
5179,20121029,,S&P 1500 Super Composite,GLATFELTER,GLT
3532,19670101,,S&P 1500 Super Composite,CORNING INC,GLW
5073,20130607,,S&P 1500 Super Composite,GENERAL MOTORS CO,GM
28877,20080509,20160306,S&P 1500 Super Composite,KEURIG GREEN MOUNTAIN INC,GMCR
145049,20051010,,S&P 1500 Super Composite,GAMESTOP CORP,GME
171002,20161207,,S&P 1500 Super Composite,GLOBUS MEDICAL INC,GMED
21326,20180205,,S&P 1500 Super Composite,GREEN BANCORP INC,GNBC
13375,19970505,20180308,S&P 1500 Super Composite,GCI LIBERTY INC -OLD,GNCMA
23996,20180309,,S&P 1500 Super Composite,GLOBAL NET LEASE INC,GNL
5116,19941001,,S&P 1500 Super Composite,GENTEX CORP,GNTX
158354,20051202,,S&P 1500 Super Composite,GENWORTH FINANCIAL INC,GNW
160329,20060403,,S&P 1500 Super Composite,ALPHABET INC,GOOGL
160329,20140403,,S&P 1500 Super Composite,ALPHABET INC,GOOGL
182701,20121016,,S&P 1500 Super Composite,GOVERNMENT PPTYS INCOME TR,GOV
5125,19731101,,S&P 1500 Super Composite,GENUINE PARTS CO,GPC
65718,19990928,,S&P 1500 Super Composite,GROUP 1 AUTOMOTIVE INC,GPI
141913,20010201,,S&P 1500 Super Composite,GLOBAL PAYMENTS INC,GPN
26069,20101021,,S&P 1500 Super Composite,GULFPORT ENERGY CORP,GPOR
181269,20131224,,S&P 1500 Super Composite,GREEN PLAINS INC,GPRE
4990,19860801,,S&P 1500 Super Composite,GAP INC,GPS
141459,20121212,,S&P 1500 Super Composite,GARMIN LTD,GRMN
114628,20020722,,S&P 1500 Super Composite,GOLDMAN SACHS GROUP INC,GS
26753,20151228,20160103,S&P 1500 Super Composite,FERROGLOBE PLC,GSM
274165,20120516,20151227,S&P 1500 Super Composite,GLOBE SPECIALTY METALS INC,GSM-3
5234,19670101,,S&P 1500 Super Composite,GOODYEAR TIRE & RUBBER CO,GT
177895,20110825,20141008,S&P 1500 Super Composite,GT ADVANCED TECHNOLOGIES INC,GTATQ
130200,20040929,20150202,S&P 1500 Super Composite,GENTIVA HEALTH SERVICES INC,GTIV
25964,20150707,,S&P 1500 Super Composite,CHART INDUSTRIES INC,GTLS
5149,20110203,,S&P 1500 Super Composite,GETTY REALTY CORP,GTY
21429,19911201,,S&P 1500 Super Composite,GRANITE CONSTRUCTION INC,GVA
21616,20160414,,S&P 1500 Super Composite,GREAT WESTERN BANCORP INC,GWB
63123,20121002,,S&P 1500 Super Composite,GENESEE & WYOMING INC  -CL A,GWR
5256,19810501,,S&P 1500 Super Composite,GRAINGER (W W) INC,GWW
6334,19910601,,S&P 1500 Super Composite,GREAT PLAINS ENERGY INC,GXP
60902,20150529,,S&P 1500 Super Composite,HAWAIIAN HOLDINGS INC,HA
24021,20010329,,S&P 1500 Super Composite,HAEMONETICS CORP,HAE
31368,20111220,,S&P 1500 Super Composite,HANMI FINANCIAL CORP,HAFC
29609,20000208,,S&P 1500 Super Composite,HAIN CELESTIAL GROUP INC,HAIN
5439,19670101,,S&P 1500 Super Composite,HALLIBURTON CO,HAL
12788,19980305,20170315,S&P 1500 Super Composite,HARMAN INTERNATIONAL INDS,HAR
5518,19840901,,S&P 1500 Super Composite,HASBRO INC,HAS
23587,20110617,,S&P 1500 Super Composite,HAYNES INTERNATIONAL INC,HAYN
5786,19970806,,S&P 1500 Super Composite,HUNTINGTON BANCSHARES,HBAN
24232,20071011,,S&P 1500 Super Composite,HANCOCK HOLDING CO,HBHC
175319,20060906,,S&P 1500 Super Composite,HANESBRANDS INC,HBI
22260,20150127,,S&P 1500 Super Composite,HCA HEALTHCARE INC,HCA
122015,20070215,20151102,S&P 1500 Super Composite,HUDSON CITY BANCORP INC,HCBK
25877,20010412,20151027,S&P 1500 Super Composite,HCC INSURANCE HOLDINGS INC,HCC-1
179974,20131007,,S&P 1500 Super Composite,HCI GROUP INC,HCI
13125,20080331,,S&P 1500 Super Composite,HCP INC,HCP
5539,20050502,,S&P 1500 Super Composite,HEALTHCARE SERVICES GROUP,HCSG
5680,19880301,,S&P 1500 Super Composite,HOME DEPOT INC,HD
5526,19910601,,S&P 1500 Super Composite,HAWAIIAN ELECTRIC INDS,HE
5572,20090317,,S&P 1500 Super Composite,HELEN OF TROY LTD,HELE
1380,19840516,,S&P 1500 Super Composite,HESS CORP,HES
176592,20120919,,S&P 1500 Super Composite,HFF INC,HF
5667,20081202,,S&P 1500 Super Composite,HOLLYFRONTIER CORP,HFC
12545,19990624,20161101,S&P 1500 Super Composite,HARTE HANKS INC,HHS
179657,20080401,,S&P 1500 Super Composite,HILLENBRAND INC,HI
63763,20040428,,S&P 1500 Super Composite,HIBBETT SPORTS INC,HIBB
61739,19951220,,S&P 1500 Super Composite,HARTFORD FINANCIAL SERVICES,HIG
186310,20110331,,S&P 1500 Super Composite,HUNTINGTON INGALLS IND INC,HII
25623,20100603,20140420,S&P 1500 Super Composite,HI TECH PHARMACAL CO INC,HITK
163927,20081124,20140721,S&P 1500 Super Composite,HITTITE MICROWAVE CORP,HITT
30298,20031008,,S&P 1500 Super Composite,HIGHWOODS PROPERTIES INC,HIW
31843,20001102,,S&P 1500 Super Composite,HARMONIC INC,HLIT
5643,20170619,,S&P 1500 Super Composite,HILTON WORLDWIDE HOLDINGS,HLT
65006,19991209,,S&P 1500 Super Composite,HELIX ENERGY SOLUTIONS GROUP,HLX
12338,19970702,20140128,S&P 1500 Super Composite,HEALTH MANAGEMENT ASSOC,HMA
30539,20080213,20151007,S&P 1500 Super Composite,HOME PROPERTIES INC,HME
24678,19990129,,S&P 1500 Super Composite,HORACE MANN EDUCATORS CORP,HMN
187164,20161207,,S&P 1500 Super Composite,HOMESTREET INC,HMST
26037,20080123,,S&P 1500 Super Composite,HMS HOLDINGS CORP,HMSY
16456,20090601,20160302,S&P 1500 Super Composite,HANGER INC,HNGR
5690,19910601,,S&P 1500 Super Composite,HNI CORP,HNI
29710,19970402,20160329,S&P 1500 Super Composite,HEALTH NET INC,HNT
12389,19910601,,S&P 1500 Super Composite,HARLEY-DAVIDSON INC,HOG
20904,19970930,,S&P 1500 Super Composite,HOLOGIC INC,HOLX
164633,20081030,,S&P 1500 Super Composite,HOME BANCSHARES INC,HOMB
1300,19670101,,S&P 1500 Super Composite,HONEYWELL INTERNATIONAL INC,HON
66235,20041007,,S&P 1500 Super Composite,HOPE BANCORP INC,HOPE
150258,20070104,20170601,S&P 1500 Super Composite,HORNBECK OFFSHORE SVCS INC,HOS
5723,20001117,20160922,S&P 1500 Super Composite,STARWOOD HOTELS&RESORTS WRLD,HOT
63621,20010501,20130602,S&P 1500 Super Composite,HOT TOPIC INC,HOTT
5581,19880201,,S&P 1500 Super Composite,HELMERICH & PAYNE,HP
26156,20151102,,S&P 1500 Super Composite,HEWLETT PACKARD ENTERPRISE,HPE
5606,19741001,,S&P 1500 Super Composite,HP INC,HPQ
162459,20070709,,S&P 1500 Super Composite,HIGHPOINT RESOURCES CORP,HPR
61188,20011010,,S&P 1500 Super Composite,HOSPITALITY PROPERTIES TRUST,HPT
161040,20081002,20160424,S&P 1500 Super Composite,HEARTLAND PAYMENT SYSTEMS,HPY
20823,20150626,,S&P 1500 Super Composite,HEALTHEQUITY INC,HQY
28322,20090717,,S&P 1500 Super Composite,HEALTHCARE REALTY TRUST INC,HR
2269,19861127,,S&P 1500 Super Composite,BLOCK H & R INC,HRB
5639,19970506,,S&P 1500 Super Composite,HILL-ROM HOLDINGS INC,HRC
5709,19961224,,S&P 1500 Super Composite,HORMEL FOODS CORP,HRL
5492,19800601,,S&P 1500 Super Composite,HARRIS CORP,HRS
5496,19910601,,S&P 1500 Super Composite,HARSCO CORP,HSC
9411,20120702,20140814,S&P 1500 Super Composite,HILLSHIRE BRANDS CO,HSH
61494,20010921,,S&P 1500 Super Composite,SCHEIN (HENRY) INC,HSIC
120048,20000626,,S&P 1500 Super Composite,HEIDRICK & STRUGGLES INTL,HSII
65011,20170403,,S&P 1500 Super Composite,HESKA CORP,HSKA
180402,20080821,20180101,S&P 1500 Super Composite,HSN INC,HSNI
160255,20040503,20150902,S&P 1500 Super Composite,HOSPIRA INC,HSP
7063,20070320,,S&P 1500 Super Composite,HOST HOTELS & RESORTS INC,HST
133766,20120801,,S&P 1500 Super Composite,HEALTHSTREAM INC,HSTM
5597,19670101,,S&P 1500 Super Composite,HERSHEY CO,HSY
117260,20170213,,S&P 1500 Super Composite,HERSHA HOSPITALITY TRUST,HT
12840,19941001,,S&P 1500 Super Composite,HEARTLAND EXPRESS INC,HTLD
9284,19920801,20140128,S&P 1500 Super Composite,HARRIS TEETER SUPERMARKETS,HTSI
5764,19940401,,S&P 1500 Super Composite,HUBBELL INC,HUBB
62378,20051017,,S&P 1500 Super Composite,HUB GROUP INC  -CL A,HUBG
27914,19951201,,S&P 1500 Super Composite,HUMANA INC,HUM
5523,20020613,,S&P 1500 Super Composite,HAVERTY FURNITURE,HVT
61576,20040330,20170509,S&P 1500 Super Composite,HEADWATERS INC,HW
5530,20110428,,S&P 1500 Super Composite,HAWKINS INC,HWKN
21352,20141103,,S&P 1500 Super Composite,HALYARD HEALTH INC,HYH
111103,20051102,,S&P 1500 Super Composite,MARINEMAX INC,HZO
61181,20030214,,S&P 1500 Super Composite,INTEGRA LIFESCIENCES HLDGS,IART
176701,20100721,,S&P 1500 Super Composite,INTERACTIVE BROKERS GROUP,IBKR
6066,19670101,,S&P 1500 Super Composite,INTL BUSINESS MACHINES CORP,IBM
22086,20090130,,S&P 1500 Super Composite,INTL BANCSHARES CORP,IBOC
19516,20151214,,S&P 1500 Super Composite,INSTALLED BLDG PRODUCTS INC,IBP
163610,20070926,,S&P 1500 Super Composite,INTERCONTINENTAL EXCHANGE,ICE
20204,20070522,20171129,S&P 1500 Super Composite,ICONIX BRAND GROUP INC,ICON
25110,20020613,,S&P 1500 Super Composite,ICU MEDICAL INC,ICUI
5870,19910601,,S&P 1500 Super Composite,IDACORP INC,IDA
6100,20121001,,S&P 1500 Super Composite,INTERDIGITAL INC,IDCC
6003,19941001,,S&P 1500 Super Composite,INTEGRATED DEVICE TECH INC,IDTI
24197,19941001,,S&P 1500 Super Composite,IDEXX LABS INC,IDXX
15267,19990819,,S&P 1500 Super Composite,IDEX CORP,IEX
6078,19760301,,S&P 1500 Super Composite,INTL FLAVORS & FRAGRANCES,IFF
6097,19910601,20150406,S&P 1500 Super Composite,INTL GAME TECHNOLOGY,IGT-1
64165,20101102,20150706,S&P 1500 Super Composite,IGATE CORP,IGTE
4498,20161129,,S&P 1500 Super Composite,INSTEEL INDUSTRIES,IIIN
14561,20080602,,S&P 1500 Super Composite,II-VI INC,IIVI
180395,20080821,,S&P 1500 Super Composite,ILG INC,ILG
138205,20151119,,S&P 1500 Super Composite,ILLUMINA INC,ILMN
63919,20051007,20161206,S&P 1500 Super Composite,INGRAM MICRO INC,IM
65676,20081231,20130918,S&P 1500 Super Composite,INTERMEC INC,IN
29127,20170228,,S&P 1500 Super Composite,INCYTE CORP,INCY
16889,20090102,,S&P 1500 Super Composite,INDEPENDENT BANK CORP/MA,INDB
120134,20070413,20150809,S&P 1500 Super Composite,INFORMATICA CORP,INFA
162906,20170602,,S&P 1500 Super Composite,IHS MARKIT LTD,INFO
19274,20150804,,S&P 1500 Super Composite,INOGEN INC,INGN
66016,19980102,,S&P 1500 Super Composite,INGREDION INC,INGR
124038,20100301,20161205,S&P 1500 Super Composite,INTERACTIVE INTELLIGENCE GRP,ININ
185396,20150210,,S&P 1500 Super Composite,SUMMIT HOTEL PROPERTIES INC,INN
12471,20050517,,S&P 1500 Super Composite,WORLD FUEL SERVICES CORP,INT
6008,19761201,,S&P 1500 Super Composite,INTEL CORP,INTC
31521,20151015,,S&P 1500 Super Composite,INTL FCSTONE INC,INTL
27928,19981001,,S&P 1500 Super Composite,INTUIT INC,INTU
160668,20161110,,S&P 1500 Super Composite,INNOVIVA INC,INVA
23810,19941001,20151104,S&P 1500 Super Composite,ION GEOPHYSICAL CORP,IO
110566,20150824,,S&P 1500 Super Composite,INNOSPEC INC,IOSP
6104,19670101,,S&P 1500 Super Composite,INTL PAPER CO,IP
14309,20110601,,S&P 1500 Super Composite,INTER PARFUMS INC,IPAR
110065,20050323,,S&P 1500 Super Composite,INFINITY PROPERTY & CAS CORP,IPCC
179299,20090605,20151123,S&P 1500 Super Composite,IPC HEALTHCARE INC,IPCM
6136,19921001,,S&P 1500 Super Composite,INTERPUBLIC GROUP OF COS,IPG
175955,20141209,,S&P 1500 Super Composite,IPG PHOTONICS CORP,IPGP
174567,20120404,,S&P 1500 Super Composite,INNOPHOS HOLDINGS INC,IPHS
179843,20100208,20161110,S&P 1500 Super Composite,INTREPID POTASH INC,IPI
61745,20130603,,S&P 1500 Super Composite,IMPAX LABORATORIES INC,IPXL
178767,20160701,20170214,S&P 1500 Super Composite,INTELIQUENT INC,IQNT
17928,20170829,,S&P 1500 Super Composite,IQVIA HOLDINGS INC,IQV
5959,20101117,,S&P 1500 Super Composite,INGERSOLL-RAND PLC,IR
164416,20110822,,S&P 1500 Super Composite,IROBOT CORP,IRBT
143689,20061006,20160329,S&P 1500 Super Composite,INLAND REAL ESTATE CORP,IRC
183640,20150217,,S&P 1500 Super Composite,IRIDIUM COMMUNICATIONS INC,IRDM
6109,19941001,20150113,S&P 1500 Super Composite,INTL RECTIFIER CORP,IRF
62374,20090106,,S&P 1500 Super Composite,IRON MOUNTAIN INC,IRM
18494,20170530,,S&P 1500 Super Composite,INDEPENDENCE REALTY TRUST,IRT
6116,19991122,,S&P 1500 Super Composite,INTL SPEEDWAY CORP  -CL A,ISCA
130762,20020515,20170227,S&P 1500 Super Composite,INTERSIL CORP  -CL A,ISIL
136725,20050801,,S&P 1500 Super Composite,INTUITIVE SURGICAL INC,ISRG
12441,20031103,,S&P 1500 Super Composite,GARTNER INC,IT
30146,19990428,,S&P 1500 Super Composite,INVESTMENT TECHNOLOGY GP INC,ITG
140073,20030905,,S&P 1500 Super Composite,INTEGER HOLDINGS CORP,ITGR
29133,19941201,,S&P 1500 Super Composite,ITRON INC,ITRI
5860,19670101,,S&P 1500 Super Composite,ITT INC,ITT
5878,19860201,,S&P 1500 Super Composite,ILLINOIS TOOL WORKS,ITW
61587,20061107,20140803,S&P 1500 Super Composite,INTEVAC INC,IVAC
6158,19941001,,S&P 1500 Super Composite,INVACARE CORP,IVC
180228,20171122,,S&P 1500 Super Composite,INVESCO MORTGAGE CAPITAL INC,IVR
29804,20080821,,S&P 1500 Super Composite,INVESCO LTD,IVZ
13092,19941001,,S&P 1500 Super Composite,JACK IN THE BOX INC,JACK
27980,20120808,20160417,S&P 1500 Super Composite,JARDEN CORP,JAH
62745,20000110,20140629,S&P 1500 Super Composite,JAKKS PACIFIC INC,JAKK
32154,20170718,,S&P 1500 Super Composite,JBG SMITH PPTYS,JBGS
5783,19940301,,S&P 1500 Super Composite,HUNT (JB) TRANSPRT SVCS INC,JBHT
28195,19990427,,S&P 1500 Super Composite,JABIL INC,JBL
147305,20030924,,S&P 1500 Super Composite,JETBLUE AIRWAYS CORP,JBLU
24755,20170327,,S&P 1500 Super Composite,SANFILIPPO JOHN B&SON,JBSS
180466,20080801,,S&P 1500 Super Composite,JOHN BEAN TECHNOLOGIES,JBT
6268,19860501,,S&P 1500 Super Composite,JOHNSON CONTROLS INTL PLC,JCI
122172,20030716,,S&P 1500 Super Composite,J2 GLOBAL INC,JCOM
8446,19670101,,S&P 1500 Super Composite,PENNEY (J C) CO,JCP
6216,19910601,,S&P 1500 Super Composite,JACOBS ENGINEERING GROUP INC,JEC
259518,20170601,,S&P 1500 Super Composite,JANUS HENDERSON GROUP PLC,JHG
12825,19941001,,S&P 1500 Super Composite,J & J SNACK FOODS CORP,JJSF
11811,19960701,,S&P 1500 Super Composite,HENRY (JACK) & ASSOCIATES,JKHY
65108,20070907,,S&P 1500 Super Composite,JONES LANG LASALLE INC,JLL
6266,19730601,,S&P 1500 Super Composite,JOHNSON & JOHNSON,JNJ
121718,20060602,,S&P 1500 Super Composite,JUNIPER NETWORKS INC,JNPR
137232,20000713,20170531,S&P 1500 Super Composite,JANUS CAPITAL GROUP INC,JNS
30138,20051018,20140622,S&P 1500 Super Composite,JOS A BANK CLOTHIERS INC,JOSB
13003,20050901,20170405,S&P 1500 Super Composite,JOY GLOBAL INC,JOY
2968,19760601,,S&P 1500 Super Composite,JPMORGAN CHASE & CO,JPM
163924,20180212,,S&P 1500 Super Composite,JAMES RIVER GROUP HLDGS LTD,JRVR
11499,20061116,,S&P 1500 Super Composite,WILEY (JOHN) & SONS  -CL A,JW-A
7922,19860801,,S&P 1500 Super Composite,NORDSTROM INC,JWN
6375,19670101,,S&P 1500 Super Composite,KELLOGG CO,K
24293,20100913,,S&P 1500 Super Composite,KAISER ALUMINUM CORP,KALU
6326,19941001,,S&P 1500 Super Composite,KAMAN CORP,KAMN
6768,19841001,20170711,S&P 1500 Super Composite,KATE SPADE & CO,KATE
12689,19890307,,S&P 1500 Super Composite,KB HOME,KBH
174310,20070404,,S&P 1500 Super Composite,KBR INC,KBR
6357,19910601,20131015,S&P 1500 Super Composite,KAYDON CORP,KDN
6379,19910601,,S&P 1500 Super Composite,KELLY SERVICES INC  -CL A,KELYA
25848,20171002,,S&P 1500 Super Composite,KEMET CORP,KEM
6461,19941001,,S&P 1500 Super Composite,KIRBY CORP,KEX
9783,19940301,,S&P 1500 Super Composite,KEYCORP,KEY
20232,20141103,,S&P 1500 Super Composite,KEYSIGHT TECHNOLOGIES INC,KEYS
118267,20001009,,S&P 1500 Super Composite,KORN/FERRY INTERNATIONAL,KFY
5568,19670101,20130606,S&P 1500 Super Composite,KRAFT HEINZ CO,KHC
5568,20150703,,S&P 1500 Super Composite,KRAFT HEINZ CO,KHC
24731,20060403,,S&P 1500 Super Composite,KIMCO REALTY CORP,KIM
148391,20100817,,S&P 1500 Super Composite,KIRKLAND'S INC,KIRK
133767,20160425,20160727,S&P 1500 Super Composite,KRISPY KREME DOUGHNUTS INC,KKD
6304,19970915,,S&P 1500 Super Composite,KLA-TENCOR CORP,KLAC
6509,19970627,,S&P 1500 Super Composite,KULICKE & SOFFA INDUSTRIES,KLIC
22343,20141217,,S&P 1500 Super Composite,KLX INC,KLXI
6435,19670101,,S&P 1500 Super Composite,KIMBERLY-CLARK CORP,KMB
6310,20120525,,S&P 1500 Super Composite,KINDER MORGAN INC,KMI
21503,19990628,,S&P 1500 Super Composite,KEMPER CORP/DE,KMPR
6386,19910601,,S&P 1500 Super Composite,KENNAMETAL INC,KMT
64410,20021003,,S&P 1500 Super Composite,CARMAX INC,KMX
19518,20140303,,S&P 1500 Super Composite,KNOWLES CORP,KN
17239,20070523,,S&P 1500 Super Composite,KINDRED HEALTHCARE INC,KND
30861,20021014,,S&P 1500 Super Composite,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
3144,19670101,,S&P 1500 Super Composite,COCA-COLA CO,KO
163113,20110401,,S&P 1500 Super Composite,KOPPERS HOLDINGS INC,KOP
25166,20001121,,S&P 1500 Super Composite,KOPIN CORP,KOPN
198058,20131113,,S&P 1500 Super Composite,MICHAEL KORS HOLDINGS LTD,KORS
6502,19670101,,S&P 1500 Super Composite,KROGER CO,KR
166230,20110606,,S&P 1500 Super Composite,KRATON CORP,KRA
64306,20011010,,S&P 1500 Super Composite,KILROY REALTY CORP,KRC
12978,20121002,20150702,S&P 1500 Super Composite,KRAFT FOODS GROUP INC,KRFT
266315,20070416,,S&P 1500 Super Composite,KITE REALTY GROUP TRUST,KRG
164680,20101111,,S&P 1500 Super Composite,KAPSTONE PAPER & PACKAGING,KS
25283,19940927,,S&P 1500 Super Composite,KOHL'S CORP,KSS
6335,20010524,,S&P 1500 Super Composite,KANSAS CITY SOUTHERN,KSU
22205,19941001,20130430,S&P 1500 Super Composite,K-SWISS INC  -CL A,KSWS
118795,20051206,20130523,S&P 1500 Super Composite,QUICKSILVER RESOURCES INC,KWKAQ
8850,19941001,,S&P 1500 Super Composite,QUAKER CHEMICAL CORP,KWR
6781,19950510,,S&P 1500 Super Composite,LOEWS CORP,L
13782,20160503,,S&P 1500 Super Composite,MULTI-COLOR CORP,LABL
64175,20070419,,S&P 1500 Super Composite,LITHIA MOTORS INC  -CL A,LAD
63422,20071008,,S&P 1500 Super Composite,LAMAR ADVERTISING CO  -CL A,LAMR
6573,19920201,,S&P 1500 Super Composite,LANCASTER COLONY CORP,LANC
6733,19830901,,S&P 1500 Super Composite,L BRANDS INC,LB
22632,20140603,,S&P 1500 Super Composite,LANNETT CO INC,LCI
11796,20051028,,S&P 1500 Super Composite,LCI INDUSTRIES,LCII
6845,19950322,,S&P 1500 Super Composite,LYDALL INC,LDL
165123,20080827,,S&P 1500 Super Composite,LEIDOS HOLDINGS INC,LDOS
14169,20080917,20171018,S&P 1500 Super Composite,LANDAUER INC,LDR
6737,20060602,,S&P 1500 Super Composite,LINCOLN ELECTRIC HLDGS INC,LECO
6649,19910601,,S&P 1500 Super Composite,LEGGETT & PLATT INC,LEG
6669,20000710,,S&P 1500 Super Composite,LENNAR CORP,LEN
25747,20040413,,S&P 1500 Super Composite,LITTELFUSE INC,LFUS
18629,20160728,,S&P 1500 Super Composite,LGI HOMES INC,LGIH
25937,20131129,,S&P 1500 Super Composite,LIGAND PHARMACEUTICAL INC,LGND
14960,20041101,,S&P 1500 Super Composite,LABORATORY CP OF AMER HLDGS,LH
162404,20070924,,S&P 1500 Super Composite,LHC GROUP INC,LHCG
109926,20080715,,S&P 1500 Super Composite,LASALLE HOTEL PROPERTIES,LHO
118577,20040921,20140123,S&P 1500 Super Composite,LIFE TECHNOLOGIES CORP,LIFE-3
122380,20000124,,S&P 1500 Super Composite,LENNOX INTERNATIONAL INC,LII
163668,20110701,20131222,S&P 1500 Super Composite,LINCOLN EDUCATIONAL SERVICES,LINC
30888,20161103,,S&P 1500 Super Composite,FIDELITY SOUTHERN CORP,LION
23249,20150804,,S&P 1500 Super Composite,LUMENTUM HOLDINGS INC,LITE
27810,20040429,,S&P 1500 Super Composite,LIVANOVA PLC,LIVN
155394,20060131,,S&P 1500 Super Composite,LKQ CORP,LKQ
27802,20161003,,S&P 1500 Super Composite,LSC COMMUNICATIONS INC,LKSD
178806,20091117,,S&P 1500 Super Composite,LUMBER LIQUIDATORS HLDGS INC,LL
110685,20000131,,S&P 1500 Super Composite,L3 TECHNOLOGIES INC,LLL
12216,19910601,20170312,S&P 1500 Super Composite,LINEAR TECHNOLOGY CORP,LLTC
6730,19701118,,S&P 1500 Super Composite,LILLY (ELI) & CO,LLY
6653,19941001,,S&P 1500 Super Composite,LEGG MASON INC,LM
174390,20170503,,S&P 1500 Super Composite,LEMAITRE VASCULAR INC,LMAT
133504,20120613,,S&P 1500 Super Composite,LUMINEX CORP,LMNX
190959,20111101,20171121,S&P 1500 Super Composite,LUMOS NETWORKS CORP,LMOS
6774,19840701,,S&P 1500 Super Composite,LOCKHEED MARTIN CORP,LMT
6742,19760601,,S&P 1500 Super Composite,LINCOLN NATIONAL CORP,LNC
6574,19910601,20180325,S&P 1500 Super Composite,SNYDERS-LANCE INC,LNCE
14954,19941001,,S&P 1500 Super Composite,LINDSAY CORP,LNN
11554,19910601,,S&P 1500 Super Composite,ALLIANT ENERGY CORP,LNT
21004,20170516,,S&P 1500 Super Composite,LANTHEUS HOLDINGS INC,LNTH
147175,20080611,20150611,S&P 1500 Super Composite,LORILLARD INC,LO
21124,20160913,,S&P 1500 Super Composite,EL POLLO LOCO HOLDINGS INC,LOCO
179666,20101111,,S&P 1500 Super Composite,LOGMEIN INC,LOGM
6829,19840301,,S&P 1500 Super Composite,LOWE'S COMPANIES INC,LOW
120297,20010619,,S&P 1500 Super Composite,LIFEPOINT HEALTH INC,LPNT
133869,20110415,,S&P 1500 Super Composite,LIVEPERSON INC,LPSN
30354,20021212,,S&P 1500 Super Composite,LIBERTY PROPERTY TRUST,LPT
6821,19741001,,S&P 1500 Super Composite,LOUISIANA-PACIFIC CORP,LPX
166213,20101001,,S&P 1500 Super Composite,LIQUIDITY SERVICES INC,LQDT
6565,20001003,,S&P 1500 Super Composite,LAM RESEARCH CORP,LRCX
60914,20040709,,S&P 1500 Super Composite,LIFE STORAGE INC,LSI
6529,19910601,20140507,S&P 1500 Super Composite,LSI CORP,LSI-1
21440,19950131,,S&P 1500 Super Composite,LANDSTAR SYSTEM INC,LSTR
25665,20060215,,S&P 1500 Super Composite,LTC PROPERTIES INC,LTC
